Time,Gaze Origin,Gaze Direction,Fixation Point,Confidence Value,ClickPoint,
2023.10.14-15.48.50.597,X=420676.700 Y=369009.869 Z=2402.878,X=0.102 Y=-0.777 Z=0.621,X=0.000 Y=0.000 Z=0.000,1.0,X=420833.647 Y=367855.956 Z=3268.085,
2023.10.14-15.48.50.644,X=420676.669 Y=369009.863 Z=2402.875,X=0.101 Y=-0.776 Z=0.623,X=0.000 Y=0.000 Z=0.000,1.0,X=420831.172 Y=367856.705 Z=3271.296,
2023.10.14-15.48.50.689,X=420676.663 Y=369009.850 Z=2402.872,X=0.099 Y=-0.777 Z=0.621,X=0.000 Y=0.000 Z=0.000,1.0,X=420828.666 Y=367856.143 Z=3268.888,
2023.10.14-15.48.50.735,X=420676.664 Y=369009.841 Z=2402.878,X=0.099 Y=-0.777 Z=0.621,X=0.000 Y=0.000 Z=0.000,1.0,X=420828.279 Y=367857.257 Z=3267.961,
2023.10.14-15.48.50.786,X=420676.668 Y=369009.822 Z=2402.882,X=0.099 Y=-0.778 Z=0.620,X=0.000 Y=0.000 Z=0.000,1.0,X=420828.485 Y=367855.508 Z=3266.165,
2023.10.14-15.48.50.830,X=420676.674 Y=369009.808 Z=2402.885,X=0.098 Y=-0.779 Z=0.619,X=0.000 Y=0.000 Z=0.000,1.0,X=420827.028 Y=367855.195 Z=3264.825,
2023.10.14-15.48.50.877,X=420676.689 Y=369009.785 Z=2402.898,X=0.097 Y=-0.781 Z=0.616,X=0.000 Y=0.000 Z=0.000,1.0,X=420825.399 Y=367853.835 Z=3258.995,
2023.10.14-15.48.50.926,X=420676.703 Y=369009.782 Z=2402.896,X=0.096 Y=-0.782 Z=0.616,X=0.000 Y=0.000 Z=0.000,1.0,X=420823.413 Y=367853.646 Z=3258.183,
2023.10.14-15.48.50.974,X=420676.722 Y=369009.772 Z=2402.894,X=0.092 Y=-0.785 Z=0.612,X=0.000 Y=0.000 Z=0.000,1.0,X=420818.322 Y=367851.864 Z=3250.545,
2023.10.14-15.48.51.020,X=420676.750 Y=369009.761 Z=2402.898,X=0.114 Y=-0.785 Z=0.609,X=0.000 Y=0.000 Z=0.000,1.0,X=420849.327 Y=367850.934 Z=3246.560,
2023.10.14-15.48.51.068,X=420676.804 Y=369009.744 Z=2402.890,X=0.134 Y=-0.785 Z=0.605,X=0.000 Y=0.000 Z=0.000,1.0,X=420877.164 Y=367849.873 Z=3242.011,
2023.10.14-15.48.51.115,X=420676.894 Y=369009.696 Z=2402.886,X=0.144 Y=-0.787 Z=0.600,X=0.000 Y=0.000 Z=0.000,1.0,X=420890.884 Y=367848.368 Z=3235.560,
2023.10.14-15.48.51.163,X=420676.979 Y=369009.636 Z=2402.854,X=0.154 Y=-0.786 Z=0.599,X=0.000 Y=0.000 Z=0.000,1.0,X=420904.959 Y=367848.030 Z=3234.113,
2023.10.14-15.48.51.211,X=420677.063 Y=369009.588 Z=2402.814,X=0.160 Y=-0.787 Z=0.596,X=0.000 Y=0.000 Z=0.000,1.0,X=420913.190 Y=367847.032 Z=3229.835,
2023.10.14-15.48.51.260,X=420677.112 Y=369009.539 Z=2402.770,X=0.163 Y=-0.788 Z=0.594,X=0.000 Y=0.000 Z=0.000,1.0,X=420916.791 Y=367846.138 Z=3226.000,
2023.10.14-15.48.51.309,X=420677.133 Y=369009.488 Z=2402.738,X=0.165 Y=-0.788 Z=0.594,X=0.000 Y=0.000 Z=0.000,1.0,X=420919.905 Y=367846.265 Z=3226.544,
2023.10.14-15.48.51.357,X=420677.134 Y=369009.394 Z=2402.687,X=0.178 Y=-0.787 Z=0.591,X=0.000 Y=0.000 Z=0.000,1.0,X=420937.755 Y=367845.833 Z=3224.692,
2023.10.14-15.48.51.407,X=420677.124 Y=369009.254 Z=2402.621,X=0.254 Y=-0.788 Z=0.561,X=0.000 Y=0.000 Z=0.000,1.0,X=421045.654 Y=367837.092 Z=3187.225,
2023.10.14-15.48.51.456,X=420677.120 Y=369009.142 Z=2402.587,X=0.291 Y=-0.786 Z=0.545,X=0.000 Y=0.000 Z=0.000,1.0,X=421101.099 Y=367833.048 Z=3169.890,
2023.10.14-15.48.51.506,X=420677.084 Y=369009.017 Z=2402.547,X=0.299 Y=-0.786 Z=0.540,X=0.000 Y=0.000 Z=0.000,1.0,X=421112.811 Y=367831.544 Z=3163.445,
2023.10.14-15.48.51.555,X=420677.049 Y=369008.931 Z=2402.528,X=0.303 Y=-0.787 Z=0.537,X=0.000 Y=0.000 Z=0.000,1.0,X=421118.300 Y=367830.329 Z=3158.235,
2023.10.14-15.48.51.606,X=420676.984 Y=369008.846 Z=2402.512,X=0.305 Y=-0.789 Z=0.534,X=0.000 Y=0.000 Z=0.000,1.0,X=421120.007 Y=367829.297 Z=3153.815,
2023.10.14-15.48.51.654,X=420676.923 Y=369008.793 Z=2402.506,X=0.300 Y=-0.789 Z=0.536,X=0.000 Y=0.000 Z=0.000,1.0,X=421112.434 Y=367829.829 Z=3156.091,
2023.10.14-15.48.51.704,X=420676.878 Y=369008.745 Z=2402.495,X=0.190 Y=-0.821 Z=0.538,X=0.000 Y=0.000 Z=0.000,1.0,X=420948.631 Y=367824.379 Z=3132.734,
2023.10.14-15.48.51.997,X=420676.826 Y=369008.510 Z=2402.427,X=0.009 Y=-0.846 Z=0.533,X=0.000 Y=0.000 Z=0.000,1.0,X=420702.423 Y=367818.747 Z=3108.592,
2023.10.14-15.48.52.047,X=420676.760 Y=369008.447 Z=2402.415,X=-0.013 Y=-0.845 Z=0.534,X=0.000 Y=0.000 Z=0.000,1.0,X=420673.499 Y=367819.026 Z=3109.785,
2023.10.14-15.48.52.142,X=420676.518 Y=369008.310 Z=2402.376,X=-0.068 Y=-0.845 Z=0.531,X=0.000 Y=0.000 Z=0.000,1.0,X=420600.620 Y=367818.364 Z=3106.952,
2023.10.14-15.48.52.438,X=420676.241 Y=369008.125 Z=2402.353,X=-0.044 Y=-0.845 Z=0.533,X=0.000 Y=0.000 Z=0.000,1.0,X=420632.196 Y=367818.927 Z=3109.361,
2023.10.14-15.48.52.488,X=420676.249 Y=369008.110 Z=2402.360,X=-0.043 Y=-0.846 Z=0.532,X=0.000 Y=0.000 Z=0.000,1.0,X=420633.452 Y=367818.469 Z=3107.399,
2023.10.14-15.48.53.267,X=420677.217 Y=369007.240 Z=2402.347,X=-0.010 Y=-0.846 Z=0.534,X=0.000 Y=0.000 Z=0.000,1.0,X=420677.705 Y=367818.939 Z=3109.416,
2023.10.14-15.48.53.510,X=420677.725 Y=369006.973 Z=2402.335,X=0.304 Y=-0.796 Z=0.523,X=0.000 Y=0.000 Z=0.000,1.0,X=421117.431 Y=367824.945 Z=3135.161,
2023.10.14-15.48.53.559,X=420678.406 Y=369006.955 Z=2402.275,X=0.607 Y=-0.637 Z=0.476,X=0.000 Y=0.000 Z=0.000,1.0,X=421733.930 Y=367844.627 Z=3219.523,
2023.10.14-15.48.53.610,X=420679.212 Y=369006.985 Z=2402.211,X=0.678 Y=-0.584 Z=0.447,X=0.000 Y=0.000 Z=0.000,1.0,X=421958.170 Y=367848.802 Z=3237.422,
2023.10.14-15.48.53.663,X=420680.267 Y=369007.223 Z=2402.154,X=0.717 Y=-0.546 Z=0.433,X=0.000 Y=0.000 Z=0.000,1.0,X=422115.486 Y=367854.445 Z=3261.610,
2023.10.14-15.48.53.717,X=420680.945 Y=369007.430 Z=2402.036,X=0.726 Y=-0.539 Z=0.426,X=0.000 Y=0.000 Z=0.000,1.0,X=422115.486 Y=367854.445 Z=3261.610,
2023.10.14-15.48.53.772,X=420681.582 Y=369007.707 Z=2401.946,X=0.725 Y=-0.549 Z=0.416,X=0.000 Y=0.000 Z=0.000,1.0,X=422135.785 Y=367847.201 Z=3230.557,
2023.10.14-15.48.53.827,X=420682.044 Y=369007.944 Z=2401.871,X=0.716 Y=-0.549 Z=0.431,X=0.000 Y=0.000 Z=0.000,1.0,X=422109.725 Y=367852.817 Z=3254.632,
2023.10.14-15.48.53.884,X=420682.356 Y=369008.168 Z=2401.874,X=0.703 Y=-0.557 Z=0.442,X=0.000 Y=0.000 Z=0.000,1.0,X=422060.894 Y=367854.780 Z=3263.047,
2023.10.14-15.48.53.940,X=420682.628 Y=369008.361 Z=2401.842,X=0.700 Y=-0.561 Z=0.442,X=0.000 Y=0.000 Z=0.000,1.0,X=422045.680 Y=367853.339 Z=3256.867,
2023.10.14-15.48.53.997,X=420682.801 Y=369008.536 Z=2401.860,X=0.688 Y=-0.566 Z=0.456,X=0.000 Y=0.000 Z=0.000,1.0,X=422007.524 Y=367857.258 Z=3273.668,
2023.10.14-15.48.54.053,X=420682.982 Y=369008.682 Z=2401.852,X=0.694 Y=-0.556 Z=0.458,X=0.000 Y=0.000 Z=0.000,1.0,X=422037.641 Y=367861.281 Z=3290.913,
2023.10.14-15.48.54.111,X=420683.143 Y=369008.808 Z=2401.853,X=0.707 Y=-0.536 Z=0.461,X=0.000 Y=0.000 Z=0.000,1.0,X=422104.416 Y=367868.859 Z=3323.393,
2023.10.14-15.48.54.168,X=420683.312 Y=369008.972 Z=2401.891,X=0.710 Y=-0.530 Z=0.463,X=0.000 Y=0.000 Z=0.000,1.0,X=422104.416 Y=367868.859 Z=3323.393,
2023.10.14-15.48.54.225,X=420683.388 Y=369009.125 Z=2401.915,X=0.714 Y=-0.526 Z=0.461,X=0.000 Y=0.000 Z=0.000,1.0,X=422104.416 Y=367868.859 Z=3323.393,
2023.10.14-15.48.54.281,X=420683.379 Y=369009.301 Z=2401.936,X=0.711 Y=-0.533 Z=0.459,X=0.000 Y=0.000 Z=0.000,1.0,X=422104.416 Y=367868.859 Z=3323.393,
2023.10.14-15.48.54.339,X=420683.381 Y=369009.543 Z=2401.965,X=0.711 Y=-0.533 Z=0.460,X=0.000 Y=0.000 Z=0.000,1.0,X=422104.416 Y=367868.859 Z=3323.393,
2023.10.14-15.48.54.399,X=420683.359 Y=369009.812 Z=2402.025,X=0.696 Y=-0.536 Z=0.477,X=0.000 Y=0.000 Z=0.000,1.0,X=422073.689 Y=367874.859 Z=3349.112,
2023.10.14-15.48.54.454,X=420683.387 Y=369010.059 Z=2402.035,X=0.687 Y=-0.541 Z=0.484,X=0.000 Y=0.000 Z=0.000,1.0,X=422041.629 Y=367875.945 Z=3353.766,
2023.10.14-15.48.54.513,X=420683.442 Y=369010.325 Z=2402.067,X=0.684 Y=-0.542 Z=0.489,X=0.000 Y=0.000 Z=0.000,1.0,X=422031.449 Y=367877.306 Z=3359.600,
2023.10.14-15.48.54.570,X=420683.555 Y=369010.558 Z=2402.040,X=0.678 Y=-0.543 Z=0.495,X=0.000 Y=0.000 Z=0.000,1.0,X=422015.617 Y=367879.094 Z=3367.268,
2023.10.14-15.48.54.625,X=420683.717 Y=369010.797 Z=2402.022,X=0.676 Y=-0.545 Z=0.496,X=0.000 Y=0.000 Z=0.000,1.0,X=422007.036 Y=367879.238 Z=3367.885,
2023.10.14-15.48.54.682,X=420683.874 Y=369010.990 Z=2401.978,X=0.677 Y=-0.550 Z=0.489,X=0.000 Y=0.000 Z=0.000,1.0,X=422003.147 Y=367874.780 Z=3348.774,
2023.10.14-15.48.54.735,X=420684.227 Y=369011.312 Z=2401.921,X=0.690 Y=-0.561 Z=0.458,X=0.000 Y=0.000 Z=0.000,1.0,X=422018.928 Y=367859.341 Z=3282.594,
2023.10.14-15.48.54.794,X=420684.773 Y=369011.760 Z=2401.847,X=0.697 Y=-0.570 Z=0.435,X=0.000 Y=0.000 Z=0.000,1.0,X=422025.071 Y=367847.954 Z=3233.784,
2023.10.14-15.48.54.853,X=420685.366 Y=369012.193 Z=2401.784,X=0.702 Y=-0.573 Z=0.423,X=0.000 Y=0.000 Z=0.000,1.0,X=422036.270 Y=367842.699 Z=3211.262,
2023.10.14-15.48.54.910,X=420686.007 Y=369012.653 Z=2401.744,X=0.707 Y=-0.572 Z=0.416,X=0.000 Y=0.000 Z=0.000,1.0,X=422051.022 Y=367840.632 Z=3202.398,
2023.10.14-15.48.54.968,X=420686.658 Y=369013.099 Z=2401.713,X=0.711 Y=-0.566 Z=0.417,X=0.000 Y=0.000 Z=0.000,1.0,X=422071.680 Y=367842.332 Z=3209.688,
2023.10.14-15.48.55.027,X=420688.763 Y=369014.625 Z=2401.670,X=0.715 Y=-0.560 Z=0.419,X=0.000 Y=0.000 Z=0.000,1.0,X=422102.520 Y=367845.888 Z=3224.932,
2023.10.14-15.48.55.083,X=420695.022 Y=369020.141 Z=2401.666,X=0.716 Y=-0.558 Z=0.420,X=0.000 Y=0.000 Z=0.000,1.0,X=422131.444 Y=367848.355 Z=3235.504,
2023.10.14-15.48.55.143,X=420705.317 Y=369031.132 Z=2401.648,X=0.715 Y=-0.556 Z=0.424,X=0.000 Y=0.000 Z=0.000,1.0,X=422131.444 Y=367848.355 Z=3235.504,
2023.10.14-15.48.55.202,X=420719.606 Y=369047.794 Z=2401.613,X=0.712 Y=-0.558 Z=0.426,X=0.000 Y=0.000 Z=0.000,1.0,X=422131.444 Y=367848.355 Z=3235.504,
2023.10.14-15.48.55.260,X=420737.805 Y=369069.839 Z=2401.561,X=0.710 Y=-0.561 Z=0.426,X=0.000 Y=0.000 Z=0.000,1.0,X=422131.444 Y=367848.355 Z=3235.504,
2023.10.14-15.48.55.319,X=420760.197 Y=369097.399 Z=2401.512,X=0.704 Y=-0.575 Z=0.417,X=0.000 Y=0.000 Z=0.000,1.0,X=422131.444 Y=367848.355 Z=3235.504,
2023.10.14-15.48.55.379,X=420782.020 Y=369124.422 Z=2401.464,X=0.696 Y=-0.592 Z=0.406,X=0.000 Y=0.000 Z=0.000,1.0,X=422131.444 Y=367848.355 Z=3235.504,
2023.10.14-15.48.55.438,X=420804.572 Y=369152.216 Z=2401.440,X=0.686 Y=-0.609 Z=0.398,X=0.000 Y=0.000 Z=0.000,1.0,X=422131.444 Y=367848.355 Z=3235.504,
2023.10.14-15.48.55.498,X=420827.160 Y=369179.692 Z=2401.436,X=0.667 Y=-0.635 Z=0.389,X=0.000 Y=0.000 Z=0.000,1.0,X=422131.444 Y=367848.355 Z=3235.504,
2023.10.14-15.48.55.560,X=420851.351 Y=369206.457 Z=2401.421,X=0.641 Y=-0.671 Z=0.373,X=0.000 Y=0.000 Z=0.000,1.0,X=422150.799 Y=367826.320 Z=3141.052,
2023.10.14-15.48.55.620,X=420877.293 Y=369230.936 Z=2401.391,X=0.627 Y=-0.676 Z=0.387,X=0.000 Y=0.000 Z=0.000,1.0,X=422154.223 Y=367833.449 Z=3171.610,
2023.10.14-15.48.55.681,X=420904.977 Y=369253.531 Z=2401.305,X=0.611 Y=-0.685 Z=0.396,X=0.000 Y=0.000 Z=0.000,1.0,X=422153.358 Y=367837.585 Z=3189.341,
2023.10.14-15.48.55.742,X=420934.270 Y=369274.918 Z=2401.221,X=0.594 Y=-0.698 Z=0.400,X=0.000 Y=0.000 Z=0.000,1.0,X=422139.255 Y=367838.327 Z=3192.520,
2023.10.14-15.48.55.803,X=420961.087 Y=369293.111 Z=2401.150,X=0.577 Y=-0.723 Z=0.381,X=0.000 Y=0.000 Z=0.000,1.0,X=422089.586 Y=367825.782 Z=3138.748,
2023.10.14-15.48.56.461,X=421082.072 Y=369299.492 Z=2400.773,X=0.534 Y=-0.754 Z=0.382,X=0.000 Y=0.000 Z=0.000,1.0,X=422119.063 Y=367820.586 Z=3116.474,
2023.10.14-15.48.56.522,X=421119.700 Y=369299.724 Z=2400.779,X=0.531 Y=-0.751 Z=0.392,X=0.000 Y=0.000 Z=0.000,1.0,X=422150.021 Y=367824.736 Z=3134.265,
2023.10.14-15.48.56.581,X=421155.515 Y=369299.126 Z=2400.810,X=0.523 Y=-0.754 Z=0.399,X=0.000 Y=0.000 Z=0.000,1.0,X=422158.144 Y=367826.730 Z=3142.809,
2023.10.14-15.48.56.642,X=421185.683 Y=369297.748 Z=2400.846,X=0.512 Y=-0.755 Z=0.410,X=0.000 Y=0.000 Z=0.000,1.0,X=422148.307 Y=367830.779 Z=3160.164,
2023.10.14-15.48.56.702,X=421201.868 Y=369295.865 Z=2400.889,X=0.473 Y=-0.765 Z=0.437,X=0.000 Y=0.000 Z=0.000,1.0,X=422062.666 Y=367838.696 Z=3194.100,
2023.10.14-15.48.56.761,X=421204.143 Y=369295.488 Z=2400.927,X=0.460 Y=-0.765 Z=0.451,X=0.000 Y=0.000 Z=0.000,1.0,X=422034.657 Y=367844.061 Z=3217.097,
2023.10.14-15.48.56.822,X=421204.057 Y=369295.503 Z=2400.958,X=0.446 Y=-0.767 Z=0.461,X=0.000 Y=0.000 Z=0.000,1.0,X=422006.576 Y=367847.173 Z=3230.440,
2023.10.14-15.48.56.874,X=421204.000 Y=369295.559 Z=2400.980,X=0.439 Y=-0.768 Z=0.466,X=0.000 Y=0.000 Z=0.000,1.0,X=421991.145 Y=367848.716 Z=3237.054,
2023.10.14-15.48.56.934,X=421203.942 Y=369295.653 Z=2400.988,X=0.430 Y=-0.773 Z=0.466,X=0.000 Y=0.000 Z=0.000,1.0,X=421969.924 Y=367847.786 Z=3233.067,
2023.10.14-15.48.56.994,X=421203.980 Y=369295.767 Z=2400.992,X=0.427 Y=-0.775 Z=0.466,X=0.000 Y=0.000 Z=0.000,1.0,X=421965.444 Y=367846.830 Z=3228.969,
2023.10.14-15.48.57.052,X=421205.842 Y=369292.886 Z=2401.004,X=0.426 Y=-0.777 Z=0.464,X=0.000 Y=0.000 Z=0.000,1.0,X=421962.622 Y=367844.702 Z=3219.848,
2023.10.14-15.48.57.110,X=421211.621 Y=369283.499 Z=2401.030,X=0.428 Y=-0.774 Z=0.466,X=0.000 Y=0.000 Z=0.000,1.0,X=421969.196 Y=367844.127 Z=3217.382,
2023.10.14-15.48.57.169,X=421220.531 Y=369268.845 Z=2401.052,X=0.426 Y=-0.773 Z=0.471,X=0.000 Y=0.000 Z=0.000,1.0,X=421968.028 Y=367843.366 Z=3214.122,
2023.10.14-15.48.57.227,X=421233.247 Y=369247.754 Z=2401.058,X=0.425 Y=-0.773 Z=0.470,X=0.000 Y=0.000 Z=0.000,1.0,X=421970.456 Y=367839.948 Z=3199.468,
2023.10.14-15.48.57.285,X=421249.268 Y=369221.056 Z=2401.074,X=0.415 Y=-0.780 Z=0.469,X=0.000 Y=0.000 Z=0.000,1.0,X=421951.184 Y=367834.454 Z=3175.920,
2023.10.14-15.48.57.342,X=421266.883 Y=369191.494 Z=2401.080,X=0.409 Y=-0.780 Z=0.473,X=0.000 Y=0.000 Z=0.000,1.0,X=421945.573 Y=367832.088 Z=3165.776,
2023.10.14-15.48.57.402,X=421284.535 Y=369161.702 Z=2401.082,X=0.405 Y=-0.783 Z=0.472,X=0.000 Y=0.000 Z=0.000,1.0,X=421940.354 Y=367827.700 Z=3146.969,
2023.10.14-15.48.57.458,X=421301.085 Y=369133.629 Z=2401.091,X=0.399 Y=-0.786 Z=0.472,X=0.000 Y=0.000 Z=0.000,1.0,X=421930.094 Y=367826.273 Z=3140.852,
2023.10.14-15.48.57.515,X=421305.624 Y=369126.043 Z=2401.125,X=0.393 Y=-0.786 Z=0.477,X=0.000 Y=0.000 Z=0.000,1.0,X=421919.750 Y=367827.802 Z=3147.407,
2023.10.14-15.48.57.573,X=421305.651 Y=369126.226 Z=2401.181,X=0.390 Y=-0.786 Z=0.480,X=0.000 Y=0.000 Z=0.000,1.0,X=421914.898 Y=367828.528 Z=3150.518,
2023.10.14-15.48.57.625,X=421305.682 Y=369126.493 Z=2401.272,X=0.390 Y=-0.781 Z=0.488,X=0.000 Y=0.000 Z=0.000,1.0,X=421916.812 Y=367832.102 Z=3165.835,
2023.10.14-15.48.57.680,X=421305.690 Y=369126.769 Z=2401.325,X=0.391 Y=-0.775 Z=0.497,X=0.000 Y=0.000 Z=0.000,1.0,X=421919.872 Y=367836.169 Z=3183.269,
2023.10.14-15.48.57.736,X=421305.677 Y=369127.073 Z=2401.428,X=0.392 Y=-0.768 Z=0.506,X=0.000 Y=0.000 Z=0.000,1.0,X=421924.987 Y=367840.718 Z=3202.770,
2023.10.14-15.48.57.791,X=421305.634 Y=369127.351 Z=2401.488,X=0.391 Y=-0.763 Z=0.515,X=0.000 Y=0.000 Z=0.000,1.0,X=421925.947 Y=367844.444 Z=3218.742,
2023.10.14-15.48.57.847,X=421305.562 Y=369127.617 Z=2401.554,X=0.390 Y=-0.759 Z=0.521,X=0.000 Y=0.000 Z=0.000,1.0,X=421926.184 Y=367847.309 Z=3231.022,
2023.10.14-15.48.57.900,X=421305.499 Y=369127.848 Z=2401.626,X=0.391 Y=-0.756 Z=0.524,X=0.000 Y=0.000 Z=0.000,1.0,X=421928.885 Y=367849.122 Z=3238.792,
2023.10.14-15.48.57.954,X=421305.431 Y=369128.078 Z=2401.691,X=0.394 Y=-0.746 Z=0.537,X=0.000 Y=0.000 Z=0.000,1.0,X=421938.263 Y=367855.391 Z=3265.662,
2023.10.14-15.48.58.009,X=421305.385 Y=369128.268 Z=2401.750,X=0.392 Y=-0.736 Z=0.552,X=0.000 Y=0.000 Z=0.000,1.0,X=421939.939 Y=367862.907 Z=3297.883,
2023.10.14-15.48.58.059,X=421305.320 Y=369128.457 Z=2401.821,X=0.389 Y=-0.728 Z=0.565,X=0.000 Y=0.000 Z=0.000,1.0,X=421939.658 Y=367869.082 Z=3324.352,
2023.10.14-15.48.58.105,X=421305.287 Y=369128.561 Z=2401.858,X=0.388 Y=-0.723 Z=0.571,X=0.000 Y=0.000 Z=0.000,1.0,X=421939.586 Y=367872.091 Z=3337.248,
2023.10.14-15.48.58.158,X=421305.235 Y=369128.675 Z=2401.846,X=0.389 Y=-0.723 Z=0.571,X=0.000 Y=0.000 Z=0.000,1.0,X=421941.521 Y=367871.926 Z=3336.543,
2023.10.14-15.48.58.209,X=421305.187 Y=369128.800 Z=2401.896,X=0.428 Y=-0.694 Z=0.579,X=0.000 Y=0.000 Z=0.000,1.0,X=422029.314 Y=367882.664 Z=3382.569,
2023.10.14-15.48.58.261,X=421305.128 Y=369128.907 Z=2401.965,X=0.339 Y=-0.787 Z=0.516,X=0.000 Y=0.000 Z=0.000,1.0,X=421828.335 Y=367839.917 Z=3199.334,
2023.10.14-15.48.58.309,X=421305.078 Y=369128.987 Z=2401.996,X=0.344 Y=-0.777 Z=0.528,X=0.000 Y=0.000 Z=0.000,1.0,X=421840.628 Y=367845.967 Z=3225.267,
2023.10.14-15.48.58.360,X=421305.020 Y=369129.081 Z=2402.037,X=0.356 Y=-0.766 Z=0.535,X=0.000 Y=0.000 Z=0.000,1.0,X=421866.018 Y=367850.651 Z=3245.346,
2023.10.14-15.48.58.402,X=421304.979 Y=369129.152 Z=2402.060,X=0.427 Y=-0.685 Z=0.591,X=0.000 Y=0.000 Z=0.000,1.0,X=422032.709 Y=367889.124 Z=3410.259,
2023.10.14-15.48.58.456,X=421304.900 Y=369129.271 Z=2402.128,X=0.411 Y=-0.658 Z=0.631,X=0.000 Y=0.000 Z=0.000,1.0,X=422020.772 Y=367910.464 Z=3501.731,
2023.10.14-15.48.58.509,X=421304.805 Y=369129.420 Z=2402.184,X=0.406 Y=-0.662 Z=0.630,X=0.000 Y=0.000 Z=0.000,1.0,X=422008.033 Y=367908.965 Z=3495.307,
2023.10.14-15.48.58.563,X=421304.678 Y=369129.591 Z=2402.250,X=0.401 Y=-0.661 Z=0.634,X=0.000 Y=0.000 Z=0.000,1.0,X=421999.491 Y=367910.431 Z=3501.593,
2023.10.14-15.48.58.616,X=421304.552 Y=369129.719 Z=2402.290,X=0.396 Y=-0.662 Z=0.636,X=0.000 Y=0.000 Z=0.000,1.0,X=421990.105 Y=367910.977 Z=3503.929,
2023.10.14-15.48.58.672,X=421304.446 Y=369129.817 Z=2402.325,X=0.391 Y=-0.665 Z=0.636,X=0.000 Y=0.000 Z=0.000,1.0,X=421979.474 Y=367909.604 Z=3498.046,
2023.10.14-15.48.58.722,X=421304.351 Y=369129.879 Z=2402.327,X=0.388 Y=-0.667 Z=0.636,X=0.000 Y=0.000 Z=0.000,1.0,X=421971.429 Y=367909.104 Z=3495.903,
2023.10.14-15.48.58.768,X=421304.280 Y=369129.908 Z=2402.362,X=0.385 Y=-0.670 Z=0.634,X=0.000 Y=0.000 Z=0.000,1.0,X=421965.566 Y=367907.761 Z=3490.145,
2023.10.14-15.48.58.819,X=421304.212 Y=369129.910 Z=2402.359,X=0.383 Y=-0.673 Z=0.633,X=0.000 Y=0.000 Z=0.000,1.0,X=421958.546 Y=367906.171 Z=3483.331,
2023.10.14-15.48.58.872,X=421304.153 Y=369129.904 Z=2402.361,X=0.381 Y=-0.677 Z=0.629,X=0.000 Y=0.000 Z=0.000,1.0,X=421952.695 Y=367903.874 Z=3473.483,
2023.10.14-15.48.58.921,X=421304.115 Y=369129.879 Z=2402.350,X=0.379 Y=-0.680 Z=0.628,X=0.000 Y=0.000 Z=0.000,1.0,X=421947.742 Y=367902.685 Z=3468.387,
2023.10.14-15.48.58.973,X=421304.086 Y=369129.847 Z=2402.346,X=0.376 Y=-0.686 Z=0.623,X=0.000 Y=0.000 Z=0.000,1.0,X=421940.408 Y=367899.421 Z=3454.399,
2023.10.14-15.48.59.026,X=421304.101 Y=369129.788 Z=2402.322,X=0.376 Y=-0.690 Z=0.618,X=0.000 Y=0.000 Z=0.000,1.0,X=421936.423 Y=367896.339 Z=3441.186,
2023.10.14-15.48.59.081,X=421304.124 Y=369129.709 Z=2402.298,X=0.376 Y=-0.694 Z=0.614,X=0.000 Y=0.000 Z=0.000,1.0,X=421935.311 Y=367894.216 Z=3432.087,
2023.10.14-15.48.59.134,X=421304.158 Y=369129.615 Z=2402.267,X=0.376 Y=-0.699 Z=0.609,X=0.000 Y=0.000 Z=0.000,1.0,X=421932.221 Y=367890.831 Z=3417.574,
2023.10.14-15.48.59.189,X=421304.223 Y=369129.490 Z=2402.210,X=0.376 Y=-0.703 Z=0.603,X=0.000 Y=0.000 Z=0.000,1.0,X=421929.968 Y=367887.909 Z=3405.053,
