Time,Gaze Origin,Gaze Direction,Fixation Point,Confidence Value,ClickPoint,
2023.10.14-15.48.59.242,X=421304.292 Y=369129.367 Z=2402.166,X=0.377 Y=-0.707 Z=0.599,X=0.000 Y=0.000 Z=0.000,1.0,X=421929.423 Y=367885.344 Z=3394.057,
2023.10.14-15.48.59.295,X=421304.383 Y=369129.224 Z=2402.098,X=0.396 Y=-0.718 Z=0.572,X=0.000 Y=0.000 Z=0.000,1.0,X=421956.341 Y=367873.825 Z=3344.681,
2023.10.14-15.48.59.350,X=421304.464 Y=369129.063 Z=2402.024,X=0.418 Y=-0.741 Z=0.526,X=0.000 Y=0.000 Z=0.000,1.0,X=421984.310 Y=367853.071 Z=3255.719,
2023.10.14-15.48.59.402,X=421304.541 Y=369128.937 Z=2401.971,X=0.420 Y=-0.747 Z=0.516,X=0.000 Y=0.000 Z=0.000,1.0,X=421983.976 Y=367848.500 Z=3236.124,
2023.10.14-15.48.59.457,X=421304.610 Y=369128.825 Z=2401.939,X=0.420 Y=-0.749 Z=0.512,X=0.000 Y=0.000 Z=0.000,1.0,X=421982.363 Y=367846.797 Z=3228.827,
2023.10.14-15.48.59.512,X=421304.658 Y=369128.738 Z=2401.926,X=0.420 Y=-0.751 Z=0.509,X=0.000 Y=0.000 Z=0.000,1.0,X=421983.131 Y=367845.608 Z=3223.732,
2023.10.14-15.48.59.567,X=421304.705 Y=369128.663 Z=2401.917,X=0.421 Y=-0.750 Z=0.511,X=0.000 Y=0.000 Z=0.000,1.0,X=421985.023 Y=367846.220 Z=3226.355,
2023.10.14-15.48.59.621,X=421304.767 Y=369128.570 Z=2401.882,X=0.422 Y=-0.749 Z=0.511,X=0.000 Y=0.000 Z=0.000,1.0,X=421986.787 Y=367846.419 Z=3227.208,
2023.10.14-15.48.59.676,X=421304.815 Y=369128.481 Z=2401.874,X=0.432 Y=-0.748 Z=0.504,X=0.000 Y=0.000 Z=0.000,1.0,X=422005.412 Y=367844.522 Z=3219.073,
2023.10.14-15.48.59.733,X=421304.866 Y=369128.385 Z=2401.849,X=0.437 Y=-0.748 Z=0.500,X=0.000 Y=0.000 Z=0.000,1.0,X=422013.874 Y=367843.240 Z=3213.578,
2023.10.14-15.48.59.789,X=421304.936 Y=369128.302 Z=2401.841,X=0.443 Y=-0.748 Z=0.495,X=0.000 Y=0.000 Z=0.000,1.0,X=422025.407 Y=367841.405 Z=3205.714,
2023.10.14-15.48.59.838,X=421304.984 Y=369128.228 Z=2401.824,X=0.455 Y=-0.748 Z=0.483,X=0.000 Y=0.000 Z=0.000,1.0,X=422046.270 Y=367837.680 Z=3189.747,
2023.10.14-15.48.59.893,X=421305.061 Y=369128.126 Z=2401.811,X=0.478 Y=-0.750 Z=0.457,X=0.000 Y=0.000 Z=0.000,1.0,X=422087.020 Y=367828.555 Z=3150.632,
2023.10.14-15.48.59.949,X=421305.105 Y=369128.028 Z=2401.796,X=0.483 Y=-0.754 Z=0.446,X=0.000 Y=0.000 Z=0.000,1.0,X=422095.538 Y=367823.950 Z=3130.893,
2023.10.14-15.49.00.005,X=421305.174 Y=369127.931 Z=2401.787,X=0.488 Y=-0.754 Z=0.439,X=0.000 Y=0.000 Z=0.000,1.0,X=422104.277 Y=367821.607 Z=3120.848,
2023.10.14-15.49.00.058,X=421305.227 Y=369127.836 Z=2401.779,X=0.493 Y=-0.751 Z=0.439,X=0.000 Y=0.000 Z=0.000,1.0,X=422115.345 Y=367821.961 Z=3122.366,
2023.10.14-15.49.00.114,X=421305.299 Y=369127.729 Z=2401.760,X=0.497 Y=-0.749 Z=0.438,X=0.000 Y=0.000 Z=0.000,1.0,X=422123.366 Y=367822.352 Z=3124.043,
2023.10.14-15.49.00.170,X=421305.340 Y=369127.631 Z=2401.745,X=0.500 Y=-0.746 Z=0.439,X=0.000 Y=0.000 Z=0.000,1.0,X=422131.810 Y=367823.125 Z=3127.357,
2023.10.14-15.49.00.225,X=421305.382 Y=369127.538 Z=2401.735,X=0.502 Y=-0.744 Z=0.442,X=0.000 Y=0.000 Z=0.000,1.0,X=422136.606 Y=367824.510 Z=3133.295,
2023.10.14-15.49.00.282,X=421305.408 Y=369127.447 Z=2401.725,X=0.502 Y=-0.742 Z=0.444,X=0.000 Y=0.000 Z=0.000,1.0,X=422136.633 Y=367825.649 Z=3138.177,
2023.10.14-15.49.00.336,X=421305.435 Y=369127.339 Z=2401.711,X=0.502 Y=-0.742 Z=0.445,X=0.000 Y=0.000 Z=0.000,1.0,X=422136.246 Y=367827.089 Z=3138.367,
2023.10.14-15.49.00.394,X=421305.462 Y=369127.229 Z=2401.698,X=0.502 Y=-0.742 Z=0.443,X=0.000 Y=0.000 Z=0.000,1.0,X=422137.568 Y=367825.365 Z=3136.960,
2023.10.14-15.49.00.445,X=421305.479 Y=369127.145 Z=2401.678,X=0.503 Y=-0.742 Z=0.443,X=0.000 Y=0.000 Z=0.000,1.0,X=422140.096 Y=367825.310 Z=3136.722,
2023.10.14-15.49.00.500,X=421305.504 Y=369127.070 Z=2401.661,X=0.504 Y=-0.741 Z=0.443,X=0.000 Y=0.000 Z=0.000,1.0,X=422142.149 Y=367825.383 Z=3137.037,
2023.10.14-15.49.00.557,X=421305.515 Y=369127.004 Z=2401.660,X=0.505 Y=-0.740 Z=0.445,X=0.000 Y=0.000 Z=0.000,1.0,X=422144.663 Y=367826.532 Z=3141.960,
2023.10.14-15.49.00.612,X=421305.562 Y=369126.953 Z=2401.665,X=0.505 Y=-0.739 Z=0.447,X=0.000 Y=0.000 Z=0.000,1.0,X=422145.129 Y=367827.380 Z=3145.596,
2023.10.14-15.49.00.666,X=421305.577 Y=369126.900 Z=2401.661,X=0.505 Y=-0.738 Z=0.448,X=0.000 Y=0.000 Z=0.000,1.0,X=422145.065 Y=367827.926 Z=3147.936,
2023.10.14-15.49.00.721,X=421305.609 Y=369126.852 Z=2401.657,X=0.506 Y=-0.736 Z=0.450,X=0.000 Y=0.000 Z=0.000,1.0,X=422149.105 Y=367828.793 Z=3151.652,
2023.10.14-15.49.00.774,X=421305.623 Y=369126.805 Z=2401.650,X=0.507 Y=-0.735 Z=0.451,X=0.000 Y=0.000 Z=0.000,1.0,X=422150.810 Y=367829.505 Z=3154.705,
2023.10.14-15.49.00.829,X=421305.650 Y=369126.755 Z=2401.645,X=0.506 Y=-0.737 Z=0.449,X=0.000 Y=0.000 Z=0.000,1.0,X=422148.915 Y=367828.355 Z=3149.776,
2023.10.14-15.49.00.884,X=421305.663 Y=369126.716 Z=2401.636,X=0.507 Y=-0.738 Z=0.447,X=0.000 Y=0.000 Z=0.000,1.0,X=422149.096 Y=367827.397 Z=3145.670,
2023.10.14-15.49.00.940,X=421305.689 Y=369126.680 Z=2401.626,X=0.508 Y=-0.738 Z=0.445,X=0.000 Y=0.000 Z=0.000,1.0,X=422151.509 Y=367826.904 Z=3143.557,
2023.10.14-15.49.00.997,X=421305.710 Y=369126.658 Z=2401.625,X=0.509 Y=-0.736 Z=0.447,X=0.000 Y=0.000 Z=0.000,1.0,X=422154.104 Y=367827.740 Z=3147.139,
2023.10.14-15.49.01.046,X=421305.727 Y=369126.632 Z=2401.624,X=0.509 Y=-0.736 Z=0.447,X=0.000 Y=0.000 Z=0.000,1.0,X=422153.318 Y=367828.988 Z=3146.755,
2023.10.14-15.49.01.102,X=421305.776 Y=369126.611 Z=2401.637,X=0.509 Y=-0.734 Z=0.449,X=0.000 Y=0.000 Z=0.000,1.0,X=422156.493 Y=367828.857 Z=3151.925,
2023.10.14-15.49.01.157,X=421305.795 Y=369126.584 Z=2401.633,X=0.504 Y=-0.736 Z=0.452,X=0.000 Y=0.000 Z=0.000,1.0,X=422145.042 Y=367829.414 Z=3154.314,
2023.10.14-15.49.01.211,X=421305.817 Y=369126.579 Z=2401.626,X=0.500 Y=-0.738 Z=0.454,X=0.000 Y=0.000 Z=0.000,1.0,X=422135.728 Y=367830.115 Z=3157.320,
2023.10.14-15.49.01.268,X=421305.827 Y=369126.582 Z=2401.629,X=0.496 Y=-0.739 Z=0.457,X=0.000 Y=0.000 Z=0.000,1.0,X=422127.623 Y=367830.668 Z=3159.689,
2023.10.14-15.49.01.324,X=421305.834 Y=369126.587 Z=2401.630,X=0.500 Y=-0.737 Z=0.454,X=0.000 Y=0.000 Z=0.000,1.0,X=422137.840 Y=367830.176 Z=3157.581,
2023.10.14-15.49.01.376,X=421305.843 Y=369126.587 Z=2401.632,X=0.502 Y=-0.739 Z=0.449,X=0.000 Y=0.000 Z=0.000,1.0,X=422140.527 Y=367827.871 Z=3147.702,
2023.10.14-15.49.01.428,X=421305.860 Y=369126.592 Z=2401.625,X=0.501 Y=-0.747 Z=0.436,X=0.000 Y=0.000 Z=0.000,1.0,X=422133.620 Y=367821.986 Z=3122.476,
2023.10.14-15.49.01.650,X=421305.876 Y=369126.644 Z=2401.591,X=0.502 Y=-0.751 Z=0.429,X=0.000 Y=0.000 Z=0.000,1.0,X=422131.723 Y=367818.590 Z=3107.919,
2023.10.14-15.49.01.698,X=421305.870 Y=369126.677 Z=2401.593,X=0.499 Y=-0.749 Z=0.436,X=0.000 Y=0.000 Z=0.000,1.0,X=422128.919 Y=367821.555 Z=3120.628,
2023.10.14-15.49.01.753,X=421305.861 Y=369126.709 Z=2401.594,X=0.496 Y=-0.749 Z=0.439,X=0.000 Y=0.000 Z=0.000,1.0,X=422123.027 Y=367822.490 Z=3124.633,
2023.10.14-15.49.01.861,X=421305.845 Y=369126.744 Z=2401.592,X=0.492 Y=-0.755 Z=0.433,X=0.000 Y=0.000 Z=0.000,1.0,X=422110.721 Y=367819.218 Z=3110.610,
2023.10.14-15.49.01.913,X=421305.836 Y=369126.766 Z=2401.589,X=0.491 Y=-0.756 Z=0.434,X=0.000 Y=0.000 Z=0.000,1.0,X=422108.352 Y=367819.378 Z=3111.295,
2023.10.14-15.49.01.967,X=421305.815 Y=369126.818 Z=2401.590,X=0.491 Y=-0.754 Z=0.435,X=0.000 Y=0.000 Z=0.000,1.0,X=422110.061 Y=367820.174 Z=3114.707,
2023.10.14-15.49.02.019,X=421305.790 Y=369126.864 Z=2401.588,X=0.491 Y=-0.752 Z=0.440,X=0.000 Y=0.000 Z=0.000,1.0,X=422111.830 Y=367822.249 Z=3123.603,
2023.10.14-15.49.02.074,X=421305.754 Y=369126.922 Z=2401.589,X=0.490 Y=-0.749 Z=0.446,X=0.000 Y=0.000 Z=0.000,1.0,X=422109.703 Y=367824.887 Z=3134.911,
2023.10.14-15.49.02.129,X=421305.705 Y=369126.952 Z=2401.570,X=0.486 Y=-0.747 Z=0.453,X=0.000 Y=0.000 Z=0.000,1.0,X=422104.255 Y=367827.702 Z=3146.976,
2023.10.14-15.49.02.184,X=421305.669 Y=369126.989 Z=2401.566,X=0.529 Y=-0.726 Z=0.439,X=0.000 Y=0.000 Z=0.000,1.0,X=422200.547 Y=367827.040 Z=3144.140,
2023.10.14-15.49.02.235,X=421305.650 Y=369127.016 Z=2401.561,X=0.468 Y=-0.689 Z=0.553,X=0.000 Y=0.000 Z=0.000,1.0,X=422108.121 Y=367875.179 Z=3350.484,
2023.10.14-15.49.02.290,X=421305.607 Y=369127.061 Z=2401.563,X=0.509 Y=-0.794 Z=0.333,X=0.000 Y=0.000 Z=0.000,1.0,X=422108.121 Y=367875.179 Z=3350.484,
2023.10.14-15.49.02.344,X=421305.574 Y=369127.104 Z=2401.558,X=0.516 Y=-0.782 Z=0.350,X=0.000 Y=0.000 Z=0.000,1.0,X=422108.121 Y=367875.179 Z=3350.484,
2023.10.14-15.49.02.398,X=421305.539 Y=369127.153 Z=2401.560,X=0.520 Y=-0.772 Z=0.365,X=0.000 Y=0.000 Z=0.000,1.0,X=422108.121 Y=367875.179 Z=3350.484,
2023.10.14-15.49.02.672,X=421305.417 Y=369127.386 Z=2401.589,X=0.538 Y=-0.729 Z=0.423,X=0.000 Y=0.000 Z=0.000,1.0,X=422217.767 Y=367820.850 Z=3117.604,
2023.10.14-15.49.02.723,X=421305.408 Y=369127.429 Z=2401.592,X=0.545 Y=-0.721 Z=0.428,X=0.000 Y=0.000 Z=0.000,1.0,X=422236.614 Y=367824.367 Z=3132.679,
2023.10.14-15.49.02.776,X=421305.401 Y=369127.499 Z=2401.596,X=0.551 Y=-0.718 Z=0.427,X=0.000 Y=0.000 Z=0.000,1.0,X=422250.490 Y=367824.635 Z=3133.832,
2023.10.14-15.49.02.832,X=421305.390 Y=369127.568 Z=2401.600,X=0.552 Y=-0.717 Z=0.425,X=0.000 Y=0.000 Z=0.000,1.0,X=422254.435 Y=367824.408 Z=3132.856,
2023.10.14-15.49.02.891,X=421305.370 Y=369127.631 Z=2401.600,X=0.556 Y=-0.714 Z=0.426,X=0.000 Y=0.000 Z=0.000,1.0,X=422263.811 Y=367825.111 Z=3135.870,
2023.10.14-15.49.02.942,X=421305.359 Y=369127.674 Z=2401.599,X=0.561 Y=-0.712 Z=0.423,X=0.000 Y=0.000 Z=0.000,1.0,X=422275.507 Y=367824.660 Z=3133.938,
2023.10.14-15.49.02.990,X=421305.346 Y=369127.727 Z=2401.604,X=0.562 Y=-0.710 Z=0.424,X=0.000 Y=0.000 Z=0.000,1.0,X=422280.331 Y=367825.355 Z=3136.918,
2023.10.14-15.49.03.040,X=421305.328 Y=369127.787 Z=2401.611,X=0.563 Y=-0.709 Z=0.425,X=0.000 Y=0.000 Z=0.000,1.0,X=422282.937 Y=367826.098 Z=3140.102,
2023.10.14-15.49.03.092,X=421305.322 Y=369127.883 Z=2401.652,X=0.565 Y=-0.705 Z=0.428,X=0.000 Y=0.000 Z=0.000,1.0,X=422290.135 Y=367827.568 Z=3146.400,
2023.10.14-15.49.03.145,X=421305.291 Y=369127.944 Z=2401.651,X=0.567 Y=-0.703 Z=0.430,X=0.000 Y=0.000 Z=0.000,1.0,X=422295.768 Y=367828.998 Z=3152.531,
2023.10.14-15.49.03.199,X=421305.254 Y=369128.013 Z=2401.657,X=0.567 Y=-0.702 Z=0.431,X=0.000 Y=0.000 Z=0.000,1.0,X=422296.338 Y=367829.413 Z=3154.309,
2023.10.14-15.49.03.241,X=421305.229 Y=369128.073 Z=2401.658,X=0.568 Y=-0.700 Z=0.432,X=0.000 Y=0.000 Z=0.000,1.0,X=422300.435 Y=367830.099 Z=3157.249,
2023.10.14-15.49.03.294,X=421305.185 Y=369128.134 Z=2401.657,X=0.569 Y=-0.699 Z=0.433,X=0.000 Y=0.000 Z=0.000,1.0,X=422303.357 Y=367830.819 Z=3160.337,
2023.10.14-15.49.03.344,X=421305.148 Y=369128.190 Z=2401.672,X=0.570 Y=-0.699 Z=0.433,X=0.000 Y=0.000 Z=0.000,1.0,X=422303.096 Y=367832.088 Z=3159.587,
2023.10.14-15.49.03.393,X=421305.104 Y=369128.243 Z=2401.674,X=0.569 Y=-0.699 Z=0.432,X=0.000 Y=0.000 Z=0.000,1.0,X=422303.476 Y=367830.373 Z=3158.428,
2023.10.14-15.49.03.449,X=421305.071 Y=369128.285 Z=2401.672,X=0.570 Y=-0.699 Z=0.431,X=0.000 Y=0.000 Z=0.000,1.0,X=422305.737 Y=367830.203 Z=3157.696,
2023.10.14-15.49.03.505,X=421305.029 Y=369128.367 Z=2401.657,X=0.572 Y=-0.699 Z=0.429,X=0.000 Y=0.000 Z=0.000,1.0,X=422309.068 Y=367829.594 Z=3155.087,
2023.10.14-15.49.03.561,X=421304.998 Y=369128.447 Z=2401.660,X=0.574 Y=-0.697 Z=0.430,X=0.000 Y=0.000 Z=0.000,1.0,X=422314.317 Y=367830.076 Z=3157.154,
2023.10.14-15.49.03.617,X=421304.968 Y=369128.528 Z=2401.632,X=0.575 Y=-0.695 Z=0.431,X=0.000 Y=0.000 Z=0.000,1.0,X=422319.734 Y=367830.987 Z=3161.059,
2023.10.14-15.49.03.670,X=421304.917 Y=369128.620 Z=2401.637,X=0.578 Y=-0.690 Z=0.435,X=0.000 Y=0.000 Z=0.000,1.0,X=422329.550 Y=367833.504 Z=3171.847,
2023.10.14-15.49.03.724,X=421304.878 Y=369128.691 Z=2401.623,X=0.579 Y=-0.690 Z=0.435,X=0.000 Y=0.000 Z=0.000,1.0,X=422331.870 Y=367833.702 Z=3172.697,
2023.10.14-15.49.03.777,X=421304.854 Y=369128.770 Z=2401.621,X=0.582 Y=-0.687 Z=0.435,X=0.000 Y=0.000 Z=0.000,1.0,X=422339.666 Y=367834.265 Z=3175.109,
2023.10.14-15.49.03.834,X=421304.814 Y=369128.841 Z=2401.619,X=0.585 Y=-0.684 Z=0.436,X=0.000 Y=0.000 Z=0.000,1.0,X=422348.984 Y=367835.371 Z=3179.851,
2023.10.14-15.49.03.882,X=421304.768 Y=369128.908 Z=2401.611,X=0.584 Y=-0.684 Z=0.438,X=0.000 Y=0.000 Z=0.000,1.0,X=422347.753 Y=367836.072 Z=3182.854,
2023.10.14-15.49.03.937,X=421304.730 Y=369128.969 Z=2401.613,X=0.583 Y=-0.685 Z=0.438,X=0.000 Y=0.000 Z=0.000,1.0,X=422344.668 Y=367835.875 Z=3182.012,
2023.10.14-15.49.03.995,X=421304.711 Y=369129.038 Z=2401.596,X=0.583 Y=-0.686 Z=0.436,X=0.000 Y=0.000 Z=0.000,1.0,X=422343.423 Y=367834.796 Z=3177.385,
2023.10.14-15.49.04.044,X=421304.692 Y=369129.100 Z=2401.592,X=0.568 Y=-0.695 Z=0.440,X=0.000 Y=0.000 Z=0.000,1.0,X=422304.502 Y=367834.367 Z=3175.544,
2023.10.14-15.49.04.099,X=421304.668 Y=369129.157 Z=2401.608,X=0.563 Y=-0.697 Z=0.444,X=0.000 Y=0.000 Z=0.000,1.0,X=422290.824 Y=367835.449 Z=3180.182,
2023.10.14-15.49.04.155,X=421304.657 Y=369129.189 Z=2401.606,X=0.559 Y=-0.700 Z=0.445,X=0.000 Y=0.000 Z=0.000,1.0,X=422281.009 Y=367834.974 Z=3178.150,
2023.10.14-15.49.04.211,X=421304.643 Y=369129.220 Z=2401.602,X=0.555 Y=-0.702 Z=0.446,X=0.000 Y=0.000 Z=0.000,1.0,X=422271.660 Y=367834.896 Z=3177.814,
2023.10.14-15.49.04.265,X=421304.652 Y=369129.250 Z=2401.603,X=0.554 Y=-0.703 Z=0.446,X=0.000 Y=0.000 Z=0.000,1.0,X=422268.234 Y=367834.693 Z=3176.944,
2023.10.14-15.49.04.315,X=421304.655 Y=369129.299 Z=2401.626,X=0.556 Y=-0.701 Z=0.447,X=0.000 Y=0.000 Z=0.000,1.0,X=422272.790 Y=367835.557 Z=3180.646,
2023.10.14-15.49.04.364,X=421304.660 Y=369129.356 Z=2401.619,X=0.558 Y=-0.698 Z=0.449,X=0.000 Y=0.000 Z=0.000,1.0,X=422280.125 Y=367837.069 Z=3187.126,
2023.10.14-15.49.04.420,X=421304.659 Y=369129.428 Z=2401.621,X=0.560 Y=-0.694 Z=0.452,X=0.000 Y=0.000 Z=0.000,1.0,X=422287.221 Y=367838.975 Z=3195.298,
2023.10.14-15.49.04.477,X=421304.649 Y=369129.480 Z=2401.622,X=0.539 Y=-0.705 Z=0.460,X=0.000 Y=0.000 Z=0.000,1.0,X=422236.158 Y=367839.058 Z=3195.652,
2023.10.14-15.49.04.531,X=421304.629 Y=369129.509 Z=2401.622,X=0.525 Y=-0.710 Z=0.470,X=0.000 Y=0.000 Z=0.000,1.0,X=422203.539 Y=367841.544 Z=3206.311,
2023.10.14-15.49.04.581,X=421304.589 Y=369129.516 Z=2401.632,X=0.484 Y=-0.733 Z=0.478,X=0.000 Y=0.000 Z=0.000,1.0,X=422108.391 Y=367838.894 Z=3194.952,
2023.10.14-15.49.04.631,X=421304.541 Y=369129.521 Z=2401.633,X=0.428 Y=-0.761 Z=0.489,X=0.000 Y=0.000 Z=0.000,1.0,X=421990.775 Y=367836.603 Z=3185.130,
2023.10.14-15.49.04.675,X=421304.496 Y=369129.523 Z=2401.636,X=0.402 Y=-0.770 Z=0.496,X=0.000 Y=0.000 Z=0.000,1.0,X=421941.699 Y=367836.980 Z=3186.745,
2023.10.14-15.49.04.731,X=421304.445 Y=369129.528 Z=2401.646,X=0.391 Y=-0.772 Z=0.502,X=0.000 Y=0.000 Z=0.000,1.0,X=421921.409 Y=367838.661 Z=3193.950,
2023.10.14-15.49.04.787,X=421304.384 Y=369129.527 Z=2401.658,X=0.384 Y=-0.774 Z=0.504,X=0.000 Y=0.000 Z=0.000,1.0,X=421910.103 Y=367838.859 Z=3194.800,
2023.10.14-15.49.04.837,X=421304.342 Y=369129.528 Z=2401.659,X=0.380 Y=-0.774 Z=0.506,X=0.000 Y=0.000 Z=0.000,1.0,X=421902.728 Y=367839.225 Z=3196.371,
2023.10.14-15.49.04.890,X=421304.306 Y=369129.522 Z=2401.671,X=0.372 Y=-0.777 Z=0.508,X=0.000 Y=0.000 Z=0.000,1.0,X=421887.307 Y=367839.552 Z=3197.771,
2023.10.14-15.49.04.945,X=421304.281 Y=369129.499 Z=2401.673,X=0.365 Y=-0.779 Z=0.511,X=0.000 Y=0.000 Z=0.000,1.0,X=421874.970 Y=367839.957 Z=3199.507,
2023.10.14-15.49.04.990,X=421304.248 Y=369129.470 Z=2401.677,X=0.360 Y=-0.780 Z=0.513,X=0.000 Y=0.000 Z=0.000,1.0,X=421866.111 Y=367840.344 Z=3201.164,
2023.10.14-15.49.05.043,X=421304.237 Y=369129.444 Z=2401.679,X=0.356 Y=-0.781 Z=0.513,X=0.000 Y=0.000 Z=0.000,1.0,X=421859.647 Y=367840.242 Z=3200.729,
2023.10.14-15.49.05.099,X=421304.167 Y=369129.384 Z=2401.655,X=0.355 Y=-0.782 Z=0.512,X=0.000 Y=0.000 Z=0.000,1.0,X=421856.623 Y=367839.760 Z=3198.661,
2023.10.14-15.49.05.154,X=421304.171 Y=369129.346 Z=2401.658,X=0.353 Y=-0.784 Z=0.511,X=0.000 Y=0.000 Z=0.000,1.0,X=421852.649 Y=367838.876 Z=3194.873,
2023.10.14-15.49.05.206,X=421304.170 Y=369129.301 Z=2401.664,X=0.352 Y=-0.784 Z=0.511,X=0.000 Y=0.000 Z=0.000,1.0,X=421850.753 Y=367838.786 Z=3194.490,
2023.10.14-15.49.05.253,X=421304.172 Y=369129.245 Z=2401.659,X=0.350 Y=-0.786 Z=0.510,X=0.000 Y=0.000 Z=0.000,1.0,X=421846.523 Y=367838.198 Z=3191.965,
2023.10.14-15.49.05.310,X=421304.169 Y=369129.188 Z=2401.670,X=0.347 Y=-0.788 Z=0.509,X=0.000 Y=0.000 Z=0.000,1.0,X=421842.472 Y=367837.627 Z=3189.521,
2023.10.14-15.49.05.365,X=421304.168 Y=369129.118 Z=2401.655,X=0.347 Y=-0.788 Z=0.509,X=0.000 Y=0.000 Z=0.000,1.0,X=421841.566 Y=367838.474 Z=3188.615,
2023.10.14-15.49.05.414,X=421304.164 Y=369129.069 Z=2401.663,X=0.349 Y=-0.787 Z=0.509,X=0.000 Y=0.000 Z=0.000,1.0,X=421845.017 Y=367837.941 Z=3190.866,
2023.10.14-15.49.05.470,X=421304.163 Y=369128.995 Z=2401.657,X=0.349 Y=-0.788 Z=0.507,X=0.000 Y=0.000 Z=0.000,1.0,X=421845.331 Y=367836.984 Z=3186.764,
2023.10.14-15.49.05.526,X=421304.153 Y=369128.924 Z=2401.662,X=0.348 Y=-0.787 Z=0.509,X=0.000 Y=0.000 Z=0.000,1.0,X=421843.868 Y=367837.729 Z=3189.958,
2023.10.14-15.49.05.585,X=421304.079 Y=369128.823 Z=2401.694,X=0.345 Y=-0.788 Z=0.510,X=0.000 Y=0.000 Z=0.000,1.0,X=421838.433 Y=367837.910 Z=3190.731,
2023.10.14-15.49.05.639,X=421304.083 Y=369128.747 Z=2401.690,X=0.343 Y=-0.788 Z=0.511,X=0.000 Y=0.000 Z=0.000,1.0,X=421834.499 Y=367838.141 Z=3191.724,
2023.10.14-15.49.05.693,X=421304.104 Y=369128.670 Z=2401.690,X=0.343 Y=-0.789 Z=0.509,X=0.000 Y=0.000 Z=0.000,1.0,X=421834.069 Y=367837.392 Z=3188.511,
2023.10.14-15.49.05.746,X=421304.111 Y=369128.597 Z=2401.663,X=0.344 Y=-0.789 Z=0.509,X=0.000 Y=0.000 Z=0.000,1.0,X=421836.827 Y=367837.287 Z=3188.063,
2023.10.14-15.49.05.802,X=421304.113 Y=369128.542 Z=2401.645,X=0.346 Y=-0.788 Z=0.509,X=0.000 Y=0.000 Z=0.000,1.0,X=421839.485 Y=367837.396 Z=3188.528,
2023.10.14-15.49.05.858,X=421304.117 Y=369128.495 Z=2401.630,X=0.346 Y=-0.787 Z=0.511,X=0.000 Y=0.000 Z=0.000,1.0,X=421839.869 Y=367838.141 Z=3191.722,
2023.10.14-15.49.05.908,X=421304.113 Y=369128.470 Z=2401.629,X=0.450 Y=-0.740 Z=0.501,X=0.000 Y=0.000 Z=0.000,1.0,X=422041.619 Y=367845.161 Z=3221.816,
2023.10.14-15.49.05.966,X=421304.111 Y=369128.438 Z=2401.619,X=0.466 Y=-0.693 Z=0.549,X=0.000 Y=0.000 Z=0.000,1.0,X=422100.964 Y=367872.622 Z=3339.526,
2023.10.14-15.49.06.022,X=421304.119 Y=369128.390 Z=2401.593,X=0.468 Y=-0.695 Z=0.545,X=0.000 Y=0.000 Z=0.000,1.0,X=422103.812 Y=367870.714 Z=3331.346,
2023.10.14-15.49.06.078,X=421304.161 Y=369128.289 Z=2401.492,X=0.611 Y=-0.754 Z=0.242,X=0.000 Y=0.000 Z=0.000,1.0,X=422103.812 Y=367870.714 Z=3331.346,
2023.10.14-15.49.06.135,X=421304.257 Y=369128.147 Z=2401.351,X=0.566 Y=-0.823 Z=0.053,X=0.000 Y=0.000 Z=0.000,1.0,X=422103.812 Y=367870.714 Z=3331.346,
2023.10.14-15.49.06.191,X=421304.389 Y=369127.956 Z=2401.141,X=0.575 Y=-0.817 Z=0.048,X=0.000 Y=0.000 Z=0.000,1.0,X=422103.812 Y=367870.714 Z=3331.346,
2023.10.14-15.49.06.249,X=421304.652 Y=369127.642 Z=2400.792,X=0.591 Y=-0.806 Z=0.024,X=0.000 Y=0.000 Z=0.000,1.0,X=422103.812 Y=367870.714 Z=3331.346,
2023.10.14-15.49.06.306,X=421305.049 Y=369127.307 Z=2400.388,X=0.538 Y=-0.731 Z=0.420,X=0.000 Y=0.000 Z=0.000,1.0,X=422216.089 Y=367819.458 Z=3111.637,

